"ID (do not edit)","Content type","Element type","Source language (PT)","Target language (EN)"
"{""contentId"":""d4a605d3-442f-4eca-a515-580080ebd5eb"",""fieldId"":""spiritual_progression"",""sequencePath"":[]}","TEXT","Import1","Sudhana testemunha o poder supremo do amor como uma força de transformação social e espiritual. Ele aprende que a verdadeira liderança não se baseia em controle, mas em compaixão, e que um ambiente de generosidade e harmonia é o terreno mais fértil para o despertar espiritual.",
"{""contentId"":""d4a605d3-442f-4eca-a515-580080ebd5eb"",""fieldId"":""unique_elements"",""sequencePath"":[]}","TEXT","Import1","'- Sociedade Baseada no Amor: O capítulo oferece uma visão detalhada e prática de como uma sociedade inteira pode ser governada e transformada unicamente através do amor e da compaixão. - Resposta da Natureza: A manifestação do samādhi do rei afeta não apenas os seres sencientes, mas também a própria natureza, com rios, montanhas e árvores respondendo à sua compaixão. - Generosidade Ilimitada: As oferendas infinitas e gratuitas disponíveis para todos na cidade demonstram uma economia baseada na abundância e no desapego.",
"{""contentId"":""d4a605d3-442f-4eca-a515-580080ebd5eb"",""fieldId"":""transition"",""sequencePath"":[]}","TEXT","Import1","Mahāprabha, como os outros, admite que seu conhecimento se limita a este portal do grande amor. Ele direciona Sudhana para a cidade de Sthirā para encontrar seu próximo guia, a upāsikā Acalā, movendo o foco da liderança masculina para a sabedoria feminina.",
"{""contentId"":""d4a605d3-442f-4eca-a515-580080ebd5eb"",""fieldId"":""miraculous_manifestations"",""sequencePath"":[]}","TEXT","Import1","Quando o rei entra em seu samādhi, toda a cidade treme em seis direções, e uma onda de felicidade pura percorre todos os seres. A compaixão do rei é tão poderosa que pacifica até mesmo os animais selvagens e os seres demoníacos (rākṣasas e yakṣas), que abandonam sua natureza violenta. Oferendas celestiais chovem dos céus, e todos os habitantes do reino, desde os humanos até as árvores e rios, se curvam em reverência.",
"{""contentId"":""d4a605d3-442f-4eca-a515-580080ebd5eb"",""fieldId"":""chapter_title"",""sequencePath"":[]}","TEXT","Import1","MAHĀPRABHA",
"{""contentId"":""d4a605d3-442f-4eca-a515-580080ebd5eb"",""fieldId"":""name_translation"",""sequencePath"":[]}","TEXT","Import1","Grande Luz",
"{""contentId"":""d2f4d9d0-6389-4217-b948-fc28f3685c07"",""fieldId"":""location"",""sequencePath"":[]}","TEXT","Import1","Parque Samantavyūha na cidade de Samudravetāḍī. O parque é uma manifestação direta da mente de Āśā, descrito como um paraíso de magnificência inconcebível, com dez trilhões de mansões de joias, cem mil kūṭāgāras de ouro, milhares de palácios aéreos e um milhão de lagos perfumados com sândalo divino. No centro, ergue-se o palácio Vicitra dhvaja, feito de joias oceânicas e berilo.",
"{""contentId"":""d2f4d9d0-6389-4217-b948-fc28f3685c07"",""fieldId"":""main_dialogue"",""sequencePath"":[]}","TEXT","Import1","Sudhana pede ensinamentos. Em resposta à sua pergunta sobre quando ela atingirá a iluminação final, Āśā responde com uma famosa e longa enumeração de números inconcebivelmente grandes (ayuta, niyuta, anabhilāpyānabhilāpya) para ilustrar que sua aspiração é infinita e não se contenta com metas finitas.",
"{""contentId"":""d2f4d9d0-6389-4217-b948-fc28f3685c07"",""fieldId"":""main_teaching"",""sequencePath"":[]}","TEXT","Import1","A Liberação do ""Estandarte da Bem-aventurança Sem Tristeza"" (banner of bliss without sorrow). Sua prática é a personificação da aspiração bodhisattva verdadeiramente universal e sem exceções. Ela ensina que a motivação de um bodhisattva não deve se limitar a guiar um número finito de seres ou purificar um número finito de reinos, mas deve abranger a totalidade de todos os seres em todos os reinos, sem exceção, adiando a própria iluminação final até que todos os outros sejam salvos.",
"{""contentId"":""d2f4d9d0-6389-4217-b948-fc28f3685c07"",""fieldId"":""assembly_present"",""sequencePath"":[]}","TEXT","Import1","Quintilhões de seres, incluindo Mahābrahmās, devas de todos os reinos do desejo, nāgas, yakṣas, asuras, humanos e outros. Notavelmente, 84.400.000 quintilhões de seres com o mesmo nível de conduta de Āśā também estão presentes, demonstrando a vastidão de sua influência.",
"{""contentId"":""d2f4d9d0-6389-4217-b948-fc28f3685c07"",""fieldId"":""context"",""sequencePath"":[]}","TEXT","Import1","Sudhana chega a este parque espetacular e encontra Āśā sentada em um trono dourado, adornada com joias celestiais. Ela é reverenciada por uma assembleia de quintilhões de seres de todas as classes, que vêm das dez direções para honrá-la e receber seus ensinamentos.",
"{""contentId"":""d2f4d9d0-6389-4217-b948-fc28f3685c07"",""fieldId"":""spiritual_progression"",""sequencePath"":[]}","TEXT","Import1","Sudhana aprende a verdadeira escala da compaixão e da aspiração de um bodhisattva. Ele compreende que o caminho não é sobre atingir uma meta pessoal finita, mas sobre um compromisso infinito e inabalável com o bem-estar de todos os seres, sem exceção.",
"{""contentId"":""d2f4d9d0-6389-4217-b948-fc28f3685c07"",""fieldId"":""unique_elements"",""sequencePath"":[]}","TEXT","Import1","'- Aspiração Verdadeiramente Infinita: A ênfase na inclusão de todos os seres, sem exceção, como o cerne da prática.",
"{""contentId"":""d2f4d9d0-6389-4217-b948-fc28f3685c07"",""fieldId"":""transition"",""sequencePath"":[]}","TEXT","Import1","Āśā, com humildade, declara que conhece apenas esta liberação e não pode compreender a conduta dos bodhisattvas que são como oceanos de mérito. Ela direciona Sudhana para seu próximo guia, o ṛṣi Bhīṣmottaranirghoṣa, na floresta de Nālayu.",
"{""contentId"":""d2f4d9d0-6389-4217-b948-fc28f3685c07"",""fieldId"":""miraculous_manifestations"",""sequencePath"":[]}","TEXT","Import1","O próprio parque é a principal manifestação. A simples visão de Āśā cura instantaneamente todas as doenças e remove as aflições mentais dos seres, estabelecendo-os na irreversibilidade. Tathāgatas das dez direções aparecem constantemente em sua presença. De seus poros emanam nuvens de joias, e sua voz ecoa simultaneamente em todas as linguagens, adaptando-se perfeitamente às necessidades de cada ser.",
"{""contentId"":""d2f4d9d0-6389-4217-b948-fc28f3685c07"",""fieldId"":""chapter_title"",""sequencePath"":[]}","TEXT","Import1","ĀŚĀ",
"{""contentId"":""d2f4d9d0-6389-4217-b948-fc28f3685c07"",""fieldId"":""name_translation"",""sequencePath"":[]}","TEXT","Import1","Esperança",
"{""contentId"":""618e8751-7dfc-4bde-8971-418aae130dfd"",""fieldId"":""compFeatures.wRichText.data.styledText.text"",""sequencePath"":[]}","TEXT","wysiwyg.viewer.components.WRichText","<h2 class=""font_3"">Biblioteca</h2>","<h2 class=""font_3"">Library</h2>"
"{""contentId"":""7adbe9ea-1aaf-4b8a-aadb-d0e425723493"",""fieldId"":""location"",""sequencePath"":[]}","TEXT","Import1","Uma densa floresta na terra de Trinayana.",
"{""contentId"":""7adbe9ea-1aaf-4b8a-aadb-d0e425723493"",""fieldId"":""main_dialogue"",""sequencePath"":[]}","TEXT","Import1","Sudhana, maravilhado, pede instrução. Sudarśana explica que, embora jovem, ele praticou o celibato na presença de um número de Budas igual aos grãos de areia de 38 rios Ganges. Ele detalha como, a partir de uma única aspiração, ele pode perceber simultaneamente incontáveis reinos búdicos, receber a chuva do Dharma de incontáveis Budas e purificar todos os campos da prática.",
"{""contentId"":""7adbe9ea-1aaf-4b8a-aadb-d0e425723493"",""fieldId"":""main_teaching"",""sequencePath"":[]}","TEXT","Import1","A liberação do bodhisattva chamada a ""lâmpada da sabedoria que nunca se extingue"". O ensinamento demonstra como uma única aspiração, mantida com dedicação através de incontáveis vidas, pode unificar a prática e culminar em uma visão simultânea de todos os reinos búdicos, ensinamentos e condutas.",
"{""contentId"":""7adbe9ea-1aaf-4b8a-aadb-d0e425723493"",""fieldId"":""assembly_present"",""sequencePath"":[]}","TEXT","Import1","Uma vasta assembleia de seres celestiais (devas, nāgas, yakṣas, gandharvas, etc.) que não são meros espectadores, mas participantes ativos, servindo e honrando cada movimento de Sudarśana, transformando sua caminhada meditativa em uma procissão cósmica.",
"{""contentId"":""7adbe9ea-1aaf-4b8a-aadb-d0e425723493"",""fieldId"":""context"",""sequencePath"":[]}","TEXT","Import1","Sudhana encontra o bhikṣu Sudarśana, um jovem monge que, apesar de recém-ordenado nesta vida, possui a aparência física perfeita de um grande ser, com todas as marcas maiores e menores de um Buda. Ele está engajado em uma caminhada meditativa (caṅkrama), e todo o seu ser e ambiente são uma manifestação de sua profunda realização.",
"{""contentId"":""7adbe9ea-1aaf-4b8a-aadb-d0e425723493"",""fieldId"":""spiritual_progression"",""sequencePath"":[]}","TEXT","Import1","Sudhana aprende sobre o poder acumulado da prática contínua ao longo de incontáveis eras. Ele testemunha como a realização espiritual pode se manifestar fisicamente, até nos menores detalhes, e como uma única aspiração focada pode abranger a totalidade da prática do bodhisattva, transcendendo o tempo.",
"{""contentId"":""7adbe9ea-1aaf-4b8a-aadb-d0e425723493"",""fieldId"":""unique_elements"",""sequencePath"":[]}","TEXT","Import1","A descrição detalhada do corpo do monge com as marcas de um Buda. O poder da caminhada meditativa como uma forma de prática cósmica. A ideia de que uma única aspiração pode conter e manifestar a prática de incontáveis kalpas.",
"{""contentId"":""7adbe9ea-1aaf-4b8a-aadb-d0e425723493"",""fieldId"":""transition"",""sequencePath"":[]}","TEXT","Import1","Sudarśana, com humildade, afirma que conhece apenas esta liberação e direciona Sudhana para encontrar seu próximo guia, o menino Indriyeśvara, na cidade de Sumukha, na terra de Śramaṇa maṇḍala.",
"{""contentId"":""7adbe9ea-1aaf-4b8a-aadb-d0e425723493"",""fieldId"":""miraculous_manifestations"",""sequencePath"":[]}","TEXT","Import1","O corpo de Sudarśana é a principal manifestação, exibindo todas as marcas da perfeição física de um Buda. Sua caminhada meditativa é um evento cósmico: devas de todas as classes o servem, segurando lótus para seus pés, iluminando seu caminho, e fazendo chover flores e perfumes. Cada passo dele é um ato que purifica reinos búdicos e beneficia seres.",
"{""contentId"":""7adbe9ea-1aaf-4b8a-aadb-d0e425723493"",""fieldId"":""chapter_title"",""sequencePath"":[]}","TEXT","Import1","SUDARŚANA",
"{""contentId"":""7adbe9ea-1aaf-4b8a-aadb-d0e425723493"",""fieldId"":""name_translation"",""sequencePath"":[]}","TEXT","Import1","Belo de se ver",
"{""contentId"":""89a17fdf-7542-4257-b4bb-2bbf6ab65393"",""fieldId"":""compFeatures.wRichText.data.styledText.text"",""sequencePath"":[]}","TEXT","wysiwyg.viewer.components.WRichText","<h2 class=""font_3"">Ensinamento</h2>","<h2 class=""font_3"">Wisdom</h2>"
"{""contentId"":""f5be9cce-a2db-489f-a3ed-8b0594d805ee"",""fieldId"":""compFeatures.wRichText.data.styledText.text"",""sequencePath"":[]}","TEXT","wysiwyg.viewer.components.WRichText","<p class=""font_2"" style=""font-size:35px""><span style=""font-size:35px""><span style=""letter-spacing:-0.0120092em"">em parceria com a</span></span></p>

<p class=""font_2"" style=""font-size:55px""><span style=""font-size:55px""><span style=""letter-spacing:-0.02em"">Bhumisparsha School</span></span></p>","<p class=""font_2"" style=""font-size:35px""><span style=""font-size:35px""><span style=""letter-spacing:-0.0120092em"">in partnership with</span></span></p>

<p class=""font_2"" style=""font-size:55px""><span style=""font-size:55px""><span style=""letter-spacing:-0.02em"">Bhumisparsha School</span></span></p>"
"{""contentId"":""76e6d23d-a630-490c-8f2d-6f45e64b9daa"",""fieldId"":""descPersonagem"",""sequencePath"":[]}","TEXT","Import2","Ao chegar ao bodhimaṇḍa, Sudhana é recebido por Sthāvarā e um milhão de outras deusas da terra que, em sua chegada, fazem o mundo tremer, chover flores e perfumes, e revelam tesouros da terra.",
"{""contentId"":""76e6d23d-a630-490c-8f2d-6f45e64b9daa"",""fieldId"":""resumoDoCap84000Co"",""sequencePath"":[]}","TEXT","Import2","Sudhana deixa o sul da Índia e chega ao bodhimaṇḍa em Magadha. Quando ele se aproxima da deusa da terra, Sthāvarā, outro milhão de deusas da terra declaram que um grande ser realizado está se aproximando. Elas manifestam uma série de aparências miraculosas. Sthāvarā afirma que Sudhana acumulou méritos neste lugar em vidas passadas e demonstra o seu resultado pisando o chão, de modo que aparecem milhões de tesouros que Sudhana sempre poderá usar.",
"{""contentId"":""76e6d23d-a630-490c-8f2d-6f45e64b9daa"",""fieldId"":""capUrl"",""sequencePath"":[]}","TEXT","Import2","https://drive.google.com/file/d/1FDwkCCv-_kSXq9cbc-yf8ywD23fAlysA/view?usp=drive_link",
"{""contentId"":""76e6d23d-a630-490c-8f2d-6f45e64b9daa"",""fieldId"":""qrCodeUrl"",""sequencePath"":[]}","TEXT","Import2","https://technosutra21.github.io/technosutra/?model=33",
"{""contentId"":""76e6d23d-a630-490c-8f2d-6f45e64b9daa"",""fieldId"":""ocupacao"",""sequencePath"":[]}","TEXT","Import2","Deusa da Terra",
"{""contentId"":""76e6d23d-a630-490c-8f2d-6f45e64b9daa"",""fieldId"":""linkModel"",""sequencePath"":[]}","TEXT","Import2","https://cdn.statically.io/gh/technosutra21/technosutra/master/modelo33.glb",
"{""contentId"":""76e6d23d-a630-490c-8f2d-6f45e64b9daa"",""fieldId"":""nome"",""sequencePath"":[]}","TEXT","Import2","Sthāvarā",
"{""contentId"":""8ae71879-d128-4031-a8ac-b4f7261d9edd"",""fieldId"":""location"",""sequencePath"":[]}","TEXT","Import1","O paraíso de Trāyastriṃśa (o céu dos 33 deuses).",
"{""contentId"":""8ae71879-d128-4031-a8ac-b4f7261d9edd"",""fieldId"":""main_dialogue"",""sequencePath"":[]}","TEXT","Import1","Surendrābhā responde à pergunta de Sudhana detalhando a extensão de sua memória. Ela enumera vários kalpas e o vasto número de Budas que serviu em cada um. Ela explica que, por ter ouvido e retido os ensinamentos de todos esses Budas, ela permanece constantemente dentro desta liberação da memória pura.",
"{""contentId"":""8ae71879-d128-4031-a8ac-b4f7261d9edd"",""fieldId"":""main_teaching"",""sequencePath"":[]}","TEXT","Import1","A liberação do bodhisattva chamada ""a exibição da memória pura e desimpedida"" (the display of pure, unimpeded memory). A realização de Surendrābhā é um poder de memória transcendental. Ela consegue se lembrar, com perfeita clareza, de um número inconcebível de kalpas passados e de todos os Budas que ela serviu nesses éons. Sua memória não é apenas um registro passivo; ela retém e compreende todos os ensinamentos que ouviu, lembrando-se de todo o ciclo de vida de cada Buda, desde a aspiração inicial até a extinção de seu Dharma.",
"{""contentId"":""8ae71879-d128-4031-a8ac-b4f7261d9edd"",""fieldId"":""assembly_present"",""sequencePath"":[]}","TEXT","Import1","O encontro é individual, entre Sudhana e Surendrābhā no paraíso de Trāyastriṃśa. Não há uma grande assembleia descrita; o foco está na transmissão direta do ensinamento.",
"{""contentId"":""8ae71879-d128-4031-a8ac-b4f7261d9edd"",""fieldId"":""context"",""sequencePath"":[]}","TEXT","Import1","Sudhana ascende ao reino celestial e encontra a deusa Surendrābhā. Ele a reverencia e pede para ser ensinado sobre a conduta do bodhisattva.",
"{""contentId"":""8ae71879-d128-4031-a8ac-b4f7261d9edd"",""fieldId"":""spiritual_progression"",""sequencePath"":[]}","TEXT","Import1","Sudhana aprende sobre a importância da memória e da retenção (dhāraṇī) na prática do bodhisattva. A lição é que a jornada espiritual não é uma série de eventos desconectados, mas um continuum ininterrupto de aprendizado e serviço. A realização de Surendrābhā demonstra que a mente de um bodhisattva pode se tornar um repositório vivo de todo o Dharma ensinado através dos tempos.",
"{""contentId"":""8ae71879-d128-4031-a8ac-b4f7261d9edd"",""fieldId"":""unique_elements"",""sequencePath"":[]}","TEXT","Import1","'- Memória como Liberação: O poder da memória não é apenas uma faculdade, mas uma liberação completa em si mesma, um portal para o Dharma.",
"{""contentId"":""8ae71879-d128-4031-a8ac-b4f7261d9edd"",""fieldId"":""transition"",""sequencePath"":[]}","TEXT","Import1","Surendrābhā, com a humildade característica dos kalyāṇamitras, afirma que conhece apenas esta liberação da memória. Ela direciona Sudhana de volta ao mundo humano, para a grande cidade de Kapilavastu, para encontrar seu próximo guia: um professor de crianças chamado Viśvāmitra. A transição do reino celestial para uma sala de aula mundana prepara o cenário para outro contraste surpreendente.",
"{""contentId"":""8ae71879-d128-4031-a8ac-b4f7261d9edd"",""fieldId"":""miraculous_manifestations"",""sequencePath"":[]}","TEXT","Import1","A manifestação é a própria vastidão de sua memória. Ela não descreve milagres externos, mas a escala de sua prática interna: servir a um número de Budas igual aos grãos de areia em dezenas de rios Ganges, em múltiplos kalpas com nomes poéticos (Utpala, Subhūti, Suprabha). O milagre é a capacidade de sua mente de conter e acessar essa quantidade inimaginável de experiência e conhecimento sem qualquer impedimento ou esquecimento.",
"{""contentId"":""8ae71879-d128-4031-a8ac-b4f7261d9edd"",""fieldId"":""chapter_title"",""sequencePath"":[]}","TEXT","Import1","SURENDRĀBHĀ",
"{""contentId"":""8ae71879-d128-4031-a8ac-b4f7261d9edd"",""fieldId"":""name_translation"",""sequencePath"":[]}","TEXT","Import1","Esplendor do Senhor dos Devas",
"{""contentId"":""cda77036-872f-4fe3-89cd-a00b9721c58a"",""fieldId"":""compFeatures.imageX.data.image.uri"",""sequencePath"":[]}","TEXT","wixui.ImageX","a3009f_caaa5231d5e54f3594869a9538481caf~mv2.png",
"{""contentId"":""cda77036-872f-4fe3-89cd-a00b9721c58a"",""fieldId"":""compFeatures.imageX.data.image.alt"",""sequencePath"":[]}","TEXT","wixui.ImageX",,
"{""contentId"":""8f717aec-ed2e-410f-a5a9-d08330d7877a"",""fieldId"":""compFeatures.imageX.data.image.uri"",""sequencePath"":[]}","TEXT","wixui.ImageX","a3009f_13a15b0977d243f9889392265bdc652a~mv2.png",
"{""contentId"":""8f717aec-ed2e-410f-a5a9-d08330d7877a"",""fieldId"":""compFeatures.imageX.data.image.alt"",""sequencePath"":[]}","TEXT","wixui.ImageX",,
"{""contentId"":""75039b1a-be54-48bd-aac2-c3db9413557c"",""fieldId"":""location"",""sequencePath"":[]}","TEXT","Import1","Um templo na encruzilhada da cidade de Dvāravatī.",
"{""contentId"":""75039b1a-be54-48bd-aac2-c3db9413557c"",""fieldId"":""main_dialogue"",""sequencePath"":[]}","TEXT","Import1","Mahādeva primeiro louva a raridade e a importância dos bodhisattvas. Ele então demonstra sua liberação, a ""rede de nuvens"", manifestando os tesouros e explicando seus métodos de ensino adaptativos, que visam desviar os seres do não-virtuoso e estabelecê-los nas perfeições.",
"{""contentId"":""75039b1a-be54-48bd-aac2-c3db9413557c"",""fieldId"":""main_teaching"",""sequencePath"":[]}","TEXT","Import1","A liberação do bodhisattva chamada a ""rede de nuvens"" (net of clouds). Este ensinamento opera de duas maneiras principais:",
"{""contentId"":""75039b1a-be54-48bd-aac2-c3db9413557c"",""fieldId"":""assembly_present"",""sequencePath"":[]}","TEXT","Import1","A assembleia é composta por todos os habitantes da cidade de Dvāravatī e os inumeráveis seres que ele beneficia através de suas manifestações, que são inspirados à generosidade e corrigidos em seu comportamento através de seus meios hábeis.",
"{""contentId"":""75039b1a-be54-48bd-aac2-c3db9413557c"",""fieldId"":""context"",""sequencePath"":[]}","TEXT","Import1","Sudhana encontra Mahādeva, uma deidade que ensina o Dharma em uma encruzilhada movimentada, demonstrando sua capacidade de interagir com o mundo de forma direta e poderosa.",
"{""contentId"":""75039b1a-be54-48bd-aac2-c3db9413557c"",""fieldId"":""spiritual_progression"",""sequencePath"":[]}","TEXT","Import1","Sudhana aprende sobre a aplicação dual da sabedoria de um bodhisattva: por um lado, a generosidade ilimitada para criar mérito, e por outro, o uso de meios hábeis, por vezes chocantes e severos, para subjugar as aflições e inspirar a prática correta. Ele aprende que a compaixão pode se manifestar de formas que transcendem as noções convencionais de gentileza.",
"{""contentId"":""75039b1a-be54-48bd-aac2-c3db9413557c"",""fieldId"":""unique_elements"",""sequencePath"":[]}","TEXT","Import1","'- Divindade na Encruzilhada: O kalyāṇamitra é uma deidade operando no coração de uma cidade, mostrando a presença do sagrado no mundano.",
"{""contentId"":""75039b1a-be54-48bd-aac2-c3db9413557c"",""fieldId"":""transition"",""sequencePath"":[]}","TEXT","Import1","Mahādeva, com humildade, afirma que conhece apenas esta liberação da ""rede de nuvens"" e não pode compreender a conduta dos bodhisattvas que são como Indra lutando contra os kleshas. Ele direciona Sudhana para a terra de Magadha, no bodhimaṇḍa, para encontrar seu próximo guia: a deusa da terra chamada Sthāvarā.",
"{""contentId"":""75039b1a-be54-48bd-aac2-c3db9413557c"",""fieldId"":""miraculous_manifestations"",""sequencePath"":[]}","TEXT","Import1","'- Braços que Alcançam os Oceanos: Mahādeva estende seus quatro braços para trazer água dos quatro grandes oceanos e lavar sua boca, um gesto de poder cósmico.",
"{""contentId"":""75039b1a-be54-48bd-aac2-c3db9413557c"",""fieldId"":""chapter_title"",""sequencePath"":[]}","TEXT","Import1","MAHĀDEVA",
"{""contentId"":""75039b1a-be54-48bd-aac2-c3db9413557c"",""fieldId"":""name_translation"",""sequencePath"":[]}","TEXT","Import1","Grande Deva",
"{""contentId"":""d05ef8af-fa74-4de3-bdd4-84dbd0717194"",""fieldId"":""descPersonagem"",""sequencePath"":[]}","TEXT","Import2","Sudhana o encontra e faz uma série de perguntas poéticas sobre como um bodhisattva avança no caminho.",
"{""contentId"":""d05ef8af-fa74-4de3-bdd4-84dbd0717194"",""fieldId"":""resumoDoCap84000Co"",""sequencePath"":[]}","TEXT","Import2","Sudhana encontra-se com Sāgaramegha, que descreve como, ao concentrar-se no oceano e nas suas qualidades durante doze anos, viu surgir do oceano um buda sentado numa preciosa flor de lótus gigante, com inúmeras divindades de vários tipos a prestarem homenagens para aquele buda, que lhe concedeu um ensinamento chamado Olhos Que Tudo Vêem.",
"{""contentId"":""d05ef8af-fa74-4de3-bdd4-84dbd0717194"",""fieldId"":""capUrl"",""sequencePath"":[]}","TEXT","Import2","https://drive.google.com/file/d/1EYvXCd9rENlfN_6k8xgK1Gn9KjNF0pUk/view?usp=drive_link",
"{""contentId"":""d05ef8af-fa74-4de3-bdd4-84dbd0717194"",""fieldId"":""qrCodeUrl"",""sequencePath"":[]}","TEXT","Import2","https://technosutra21.github.io/technosutra/?model=5",
"{""contentId"":""d05ef8af-fa74-4de3-bdd4-84dbd0717194"",""fieldId"":""ocupacao"",""sequencePath"":[]}","TEXT","Import2","Monge",
"{""contentId"":""d05ef8af-fa74-4de3-bdd4-84dbd0717194"",""fieldId"":""linkModel"",""sequencePath"":[]}","TEXT","Import2","https://cdn.statically.io/gh/technosutra21/technosutra/master/modelo5.glb",
"{""contentId"":""d05ef8af-fa74-4de3-bdd4-84dbd0717194"",""fieldId"":""nome"",""sequencePath"":[]}","TEXT","Import2","Sāgara­megha",
"{""contentId"":""c7a9392c-72ba-46d0-a9c9-ebbe503efce6"",""fieldId"":""compFeatures.imageX.data.image.uri"",""sequencePath"":[]}","TEXT","wixui.ImageX","540c04_5b008b3d7ed2496abcf736d425f3e340~mv2.png",
"{""contentId"":""c7a9392c-72ba-46d0-a9c9-ebbe503efce6"",""fieldId"":""compFeatures.imageX.data.image.alt"",""sequencePath"":[]}","TEXT","wixui.ImageX","samantabhadra-process.png",
"{""contentId"":""a36c9423-6997-4869-9246-81c7af18dd15"",""fieldId"":""location"",""sequencePath"":[]}","TEXT","Import1","A terra de Pṛthurāṣṭra.",
"{""contentId"":""a36c9423-6997-4869-9246-81c7af18dd15"",""fieldId"":""main_dialogue"",""sequencePath"":[]}","TEXT","Import1","Utpalabhūti cataloga para Sudhana uma vasta gama de perfumes e seus usos. Ele explica como usa seu conhecimento para curar, pacificar e, finalmente, guiar os seres para o Dharma, demonstrando como uma habilidade mundana, quando dominada, se torna um meio hábil para o despertar.",
"{""contentId"":""a36c9423-6997-4869-9246-81c7af18dd15"",""fieldId"":""main_teaching"",""sequencePath"":[]}","TEXT","Import1","O conhecimento de todos os perfumes e suas propriedades. Utpalabhūti ensina como as fragrâncias podem ser usadas para curar doenças, dissipar estados mentais negativos e induzir experiências espirituais. Ele conhece perfumes específicos para cada propósito, desde gerar felicidade mundana até inspirar a lembrança dos budas e a renúncia ao desejo.",
"{""contentId"":""a36c9423-6997-4869-9246-81c7af18dd15"",""fieldId"":""assembly_present"",""sequencePath"":[]}","TEXT","Import1","A assembleia é composta por todos os seres da terra de Pṛthurāṣṭra que se beneficiam dos perfumes de Utpalabhūti, experimentando cura, felicidade e transformação espiritual através do poder das fragrâncias.",
"{""contentId"":""a36c9423-6997-4869-9246-81c7af18dd15"",""fieldId"":""context"",""sequencePath"":[]}","TEXT","Import1","Sudhana encontra Utpalabhūti, um especialista que conhece a fundo todos os tipos de fragrâncias e seus efeitos transformadores. Ele representa o conhecimento especializado aplicado com maestria para o benefício espiritual dos seres.",
"{""contentId"":""a36c9423-6997-4869-9246-81c7af18dd15"",""fieldId"":""spiritual_progression"",""sequencePath"":[]}","TEXT","Import1","Sudhana aprende que o conhecimento técnico e a especialização em uma área mundana, quando combinados com a compaixão, podem ser um caminho poderoso para a iluminação. Ele vê como os estímulos sensoriais podem ser usados para purificar a mente e prepará-la para ensinamentos mais profundos.",
"{""contentId"":""a36c9423-6997-4869-9246-81c7af18dd15"",""fieldId"":""unique_elements"",""sequencePath"":[]}","TEXT","Import1","'- Conhecimento Enciclopédico: Utpalabhūti possui um conhecimento extraordinariamente detalhado e técnico sobre uma vasta gama de perfumes e suas aplicações, mostrando a profundidade que pode ser alcançada em qualquer campo.",
"{""contentId"":""a36c9423-6997-4869-9246-81c7af18dd15"",""fieldId"":""transition"",""sequencePath"":[]}","TEXT","Import1","Utpalabhūti, reconhecendo os limites de seu conhecimento especializado, direciona Sudhana para a cidade de Kūṭāgāra para encontrar seu próximo guia, o marinheiro Vaira. A jornada se move do conhecimento terrestre e sutil dos perfumes para a navegação nos vastos e perigosos oceanos.",
"{""contentId"":""a36c9423-6997-4869-9246-81c7af18dd15"",""fieldId"":""miraculous_manifestations"",""sequencePath"":[]}","TEXT","Import1","Utpalabhūti descreve os efeitos miraculosos de perfumes específicos. Por exemplo, o perfume ""essência de elefante"" que, com uma única partícula, pode perfumar um reino inteiro e fazer chover flores douradas. Outro, o sândalo ""gośīrṣa"", torna o corpo imune ao fogo. O perfume ""invencível"" pode derrotar exércitos apenas com o som de um tambor perfumado com ele. Ele também conhece fragrâncias que podem manifestar exércitos celestiais ou induzir estados de samādhi.",
"{""contentId"":""a36c9423-6997-4869-9246-81c7af18dd15"",""fieldId"":""chapter_title"",""sequencePath"":[]}","TEXT","Import1","UTPALABHŪTI",
"{""contentId"":""a36c9423-6997-4869-9246-81c7af18dd15"",""fieldId"":""name_translation"",""sequencePath"":[]}","TEXT","Import1","Manifestação do Lótus Azul ",
"{""contentId"":""8fd1347c-c312-486f-b078-23cc3b1a1fdf"",""fieldId"":""compFeatures.imageX.data.image.uri"",""sequencePath"":[]}","TEXT","wixui.ImageX","540c04_deb518700d514f46b92b84a5aa83ac79~mv2.jpg",
"{""contentId"":""8fd1347c-c312-486f-b078-23cc3b1a1fdf"",""fieldId"":""compFeatures.imageX.data.image.alt"",""sequencePath"":[]}","TEXT","wixui.ImageX","IMG_1980.jpg",
"{""contentId"":""b4fcdb8d-0c9d-4882-8187-46e53477e6bb"",""fieldId"":""compFeatures.imageX.data.image.uri"",""sequencePath"":[]}","TEXT","wixui.ImageX","540c04_130f2346224a4f32b1029af824409ca7~mv2.png",
"{""contentId"":""b4fcdb8d-0c9d-4882-8187-46e53477e6bb"",""fieldId"":""compFeatures.imageX.data.image.alt"",""sequencePath"":[]}","TEXT","wixui.ImageX","budha-bubble.png",
"{""contentId"":""a1631b90-3d56-4520-a0c2-e6c43736e5ab"",""fieldId"":""location"",""sequencePath"":[]}","TEXT","Import1","A cidade de Roruka, na região sul.",
"{""contentId"":""a1631b90-3d56-4520-a0c2-e6c43736e5ab"",""fieldId"":""main_dialogue"",""sequencePath"":[]}","TEXT","Import1","O diálogo é extremamente breve. Ajitasena nomeia sua liberação e imediatamente aponta Sudhana para o próximo mestre.",
