"﻿""capitulo""",Nome,Liberação Bodhisattvica,Desc. Personagem,Ocupação,Significado,Local,Resumo do Cap. (84000.co),Cap. FILE NAME,Cap. URL,QR Code URL,LINK MODEL (.glb),Technosutra (Item),Rich content,ID,Created Date,Updated Date,Owner
22,Acalā,A Essência da Sabedoria que É Difícil de Alcançar,Sudhana encontra Acalā na casa de seus pais.,Mulher leiga,"Imóvel, Firme",A cidade de Sthirā.,"Sudhana chega à cidade de Sthirā e encontra a upāsikā Acalā em casa com seus pais, numa casa que brilha com uma luz dourada que faz Sudhana entrar em estados de samādhi. Ela é extremamente bela, brilhando com luz, e tem um aroma excepcional. Acalā descreve a sua vida passada como uma princesa durante o tempo do Buda Pralambabāhu. Uma noite, ela o viu brilhando no céu e, desde então, seguiu suas instruções por muitos kalpas.",22 ACALĀ Stem Array.pdf,https://drive.google.com/file/d/1O95SwV5Drgwv6MiH4KFvES4ySxTMJoar/view?usp=drive_link,https://technosutra21.github.io/technosutra/?model=22,https://cdn.statically.io/gh/technosutra21/technosutra/master/modelo22.glb,/technosutra/acal%C4%81,,d8a99942-8660-44c1-ab03-441b3ea3e5c2,2025-06-22T01:52:15Z,2025-07-14T19:22:22Z,540c04c9-09fc-436f-957a-b842dc06a474
8,Muktaka,Exibição Desimpedida,"Incontáveis budas, seus feitos, seus reinos e suas pupilas tornam-se visíveis dentro do seu corpo",Comunidade de meditação,Libertado,A cidade de Vanavāsī.,"Depois de doze anos, Sudhana chega a Vanavāsī e encontra Muktaka. Muktaka entra num estado de meditação através do poder de retenção chamado a assembleia de todos os reinos búdicos, e incontáveis budas, seus feitos, seus reinos e suas pupilas tornam-se visíveis dentro do seu corpo. Ele sai de sua meditação e afirma que através da liberação chamada exibição desimpedida, ele pode ver qualquer buda em qualquer reino ou tempo que desejar.",08 MUKTAKA Stem Array.pdf,https://drive.google.com/file/d/1_-jrp0CqvsJ5fuHpQkh2Zd7tfrPq_CYy/view?usp=drive_link,https://technosutra21.github.io/technosutra/?model=8,https://cdn.statically.io/gh/technosutra21/technosutra/master/modelo8.glb,/technosutra/muktaka,,df2cbfa8-48f5-407c-8d9f-40465fb3b511,2025-06-22T01:52:15Z,2025-07-14T19:22:22Z,540c04c9-09fc-436f-957a-b842dc06a474
37,Samanta­sattva­trāṇojaḥ­śrī,as manifestações que guiam os seres que aparecem em todos os mundos.,"Continuando sua jornada através da assembleia de deusas da noite, Sudhana encontra Samanta­sattva­trāṇojaḥ­śrī, cujo nome significa ""Glória do Poder que Protege Todos os Seres"".",Deusa da Noite,Glória da Proteção Universal dos Seres,No bodhimaṇḍa.,"Quando Sudhana percorre a curta distância para ver a deusa da noite Samantasattvatrāṇojaḥśrī, ela irradia sobre ele um raio de luz que o faz entrar num samādhi e ver mundos nos átomos do solo, e vê-la aparecer em todos eles para guiar e ajudar os seres através do poder da sua liberação bodhisattvica chamada as manifestações que guiam os seres que aparecem em todos os mundos. Sudhana recita-lhe versos, descrevendo essa visão, e pergunta-lhe quando alcançou essa liberação.",37 SAMANTASATTVATRĀṆOJAḤŚRĪ Stem Array.pdf,https://drive.google.com/file/d/1HW4ukW5J3BIC5zupSFqxaN8MCSJEq9SI/view?usp=drive_link,https://technosutra21.github.io/technosutra/?model=37,https://cdn.statically.io/gh/technosutra21/technosutra/master/modelo37.glb,/technosutra/samanta%C2%ADsattva%C2%ADtr%C4%81%E1%B9%87oja%E1%B8%A5%C2%AD%C5%9Br%C4%AB,,e932bab4-6c0c-4940-9841-2d49d44f8f2a,2025-06-22T01:52:15Z,2025-07-14T19:22:22Z,540c04c9-09fc-436f-957a-b842dc06a474
43,Gopā,o alcance da visão de todos os caminhos do oceano dos samādhis dos bodhisattvas,"Sudhana chega ao salão de assembleia e é saudado pela deusa do salão, Aśokaśrī, que o louva por sua dedicação.",Menina,Menina,"No salão de assembleia dos bodhisattvas chamado ""Luz Iluminadora do Reino do Dharma"", na cidade de Kapilavastu.","Sudhana chega a Kapilavastu e é saudado e elogiado por Aśokaśrī, a deusa do Salão de assembléias de Kapilavastu. Sudhana descreve-lhe o seu caminho de bodhisattva. Ela e outras deusas então fazem oferendas e o louvam em verso. Sudhana entra no salão da assembleia e vê Gopā e sua comitiva de mulheres reais, todas praticantes do caminho do bodhisattva. Em prosa e depois em verso, Gopā ensina a Sudhana as dez qualidades da conduta do bodhisattva e as dez maneiras de agradar aos kalyāṇamitras. Ela afirma que alcançou a liberação bodhisattvica chamada o alcance da visão de todos os caminhos do oceano dos samādhis dos bodhisattvas.",43 GOPĀ Stem Array.pdf,https://drive.google.com/file/d/1A7XNn3mds_EmMjDUti1TbtXtAWrMzJrp/view?usp=drive_link,https://technosutra21.github.io/technosutra/?model=43,https://cdn.statically.io/gh/technosutra21/technosutra/master/modelo43.glb,/technosutra/gop%C4%81,,f2127e60-f69d-446b-9d28-02b0e104f519,2025-06-22T01:52:15Z,2025-07-14T19:22:22Z,540c04c9-09fc-436f-957a-b842dc06a474
17,Maitrayaṇī,O Mérito que Surge do Tesouro da Mente,"Sudhana encontra Vidvān sentado em um magnífico trono de joias em uma movimentada encruzilhada, cercado por um séquito de músicos celestiais e seres que superam a beleza de devas e humanos.",Chefe de família,Sábio,Uma encruzilhada no centro da cidade de Mahāsaṃbhava.,"Sudhana encontra Vidvān num trono sobre uma plataforma na encruzilhada no centro da cidade. Vidvān diz a Sudhana que ele alcançou a liberação bodhisattvica chamada o mérito que surge do tesouro da mente. Portanto, ele é capaz de fornecer aos seres tudo o que eles desejam, e ele trouxe sua comitiva de dez mil músicos para o caminho da iluminação. Sudhana vê inúmeros seres chegarem. Quando Vidvān olha para o céu, tudo o que os seres desejam desce para as mãos de Vidvān, e ele dá-lhes.",17 VIDVĀN Stem Array.pdf,https://drive.google.com/file/d/10RTf1Bcc27ITsOR6J22E3e3bNX77nyhb/view?usp=drive_link,https://technosutra21.github.io/technosutra/?model=17,https://cdn.statically.io/gh/technosutra21/technosutra/master/modelo17.glb,/technosutra/maitraya%E1%B9%87%C4%AB,,f661fd75-7053-4ec5-a176-0d23f9438ee5,2025-06-22T01:52:15Z,2025-07-14T19:22:22Z,540c04c9-09fc-436f-957a-b842dc06a474
16,Jayoṣmāyatana,A exibição Incessante do Tesouro do Mérito,"Sudhana encontra Prabhūtā, uma jovem donzela de beleza estonteante, sentada em uma casa que, embora pareça simples, pode acomodar um número infinito de seres.",Mulher leiga,Abundante,Uma casa na cidade de Samudra-pratiṣṭhāna.,"Sudhana encontra a jovem Prabhūtā em uma casa maravilhosa, vestindo um simples manto branco e sem jóias, com apenas um pequeno pote diante de si e nenhuma outra provisão em sua casa. Dez mil belas donzelas estão presentes como suas assistentes. Ela diz a Sudhana que alcançou a liberação bodhisattvica chamada a exibição incessante do tesouro do mérito. Através disso, ela é capaz de fornecer a incontáveis seres, em todas as direcções, tudo o que desejarem do seu pequeno pote.",16 PRABHŪTĀ Stem Array.pdf,https://drive.google.com/file/d/1w4KsT08gEWVgqk8rm13D6t4I_pLSVLNY/view?usp=drive_link,https://technosutra21.github.io/technosutra/?model=16,https://cdn.statically.io/gh/technosutra21/technosutra/master/modelo16.glb,/technosutra/jayo%E1%B9%A3m%C4%81yatana,,f75b2546-844f-4890-a6f1-d826f6544afa,2025-06-22T01:52:15Z,2025-07-14T19:22:22Z,540c04c9-09fc-436f-957a-b842dc06a474
24,Utpalabhūti,Perfumes ? !,"Sudhana encontra Utpalabhūti, um especialista que conhece a fundo todos os tipos de fragrâncias e seus efeitos transformadores.",Perfumista,Flores de Lótus,A terra de Pṛthurāṣṭra.,"Sudhana chega à terra chamada Pṛthurāṣṭra e encontra o comerciante de perfumes Utpalabhūti, que conta a Sudhana sobre seu domínio de perfumes que têm efeitos mágicos e espirituais.",24 UTPALABHŪTI Stem Array.pdf,https://drive.google.com/file/d/1LJpoqMIkKoDkjofsglBNd7cfPlXw_txH/view?usp=drive_link,https://technosutra21.github.io/technosutra/?model=24,https://cdn.statically.io/gh/technosutra21/technosutra/master/modelo24.glb,/technosutra/utpalabh%C5%ABti,,f987472b-ccdf-474d-a83e-d45ea36ae0f0,2025-06-22T01:52:15Z,2025-07-14T19:22:22Z,540c04c9-09fc-436f-957a-b842dc06a474
40,Sarva­vṛkṣpraphullana­sukha­saṃvāsā,surgimento da vasta luz irradiante da alegria,"Sudhana encontra a deusa que, ao pôr do sol, influencia todos os seres a buscarem refúgio e descanso.",Deusa da Noite,Aquela que Habita na Felicidade de Todas as Árvores Florescendo,"Em um kūṭāgāra (pavilhão) feito de árvores preciosas, sentada em um trono de leão feito de mudas de árvores.","A deusa da noite Sarvavṛkṣpraphullanasukhasaṃvāsā está sentada num kūṭāgāra, um trono feito de ramos preciosos. Ela conta a Sudhana como a noite faz com que os seres desejem retornar aos seus lares e como ela conduz os seres à boa conduta e à liberação. Ela afirma que alcançou a liberação bodhisattvica chamada surgimento da vasta luz irradiante da alegria, e que tem o conhecimento para reunir os seres como alunos. Através dela, lembra-se da conduta passada, do progresso e da realização do Buda, referido como Vairocana.",40 SARVAVṚKṢPRAPHULLANASUKHASAṂVĀSĀ Stem Array.pdf,https://drive.google.com/file/d/1M_rLGFCRJjHymBk4330lhPXnmBhDqPws/view?usp=drive_link,https://technosutra21.github.io/technosutra/?model=40,https://cdn.statically.io/gh/technosutra21/technosutra/master/modelo40.glb,/technosutra/sarva%C2%ADv%E1%B9%9Bk%E1%B9%A3praphullana%C2%ADsukha%C2%ADsa%E1%B9%83v%C4%81s%C4%81,,fb6f3a5a-5961-4d8c-ae43-1335a6898a82,2025-06-22T01:52:15Z,2025-07-14T19:22:22Z,540c04c9-09fc-436f-957a-b842dc06a474
13,Maitrayaṇī,"A Exibição Completa 
da Memória","Sudhana chega a um palácio de magnificência inconcebível, com pisos de cristal e pilares de berilo.",Menina,Amizade Feminina,"O palácio Vairocana-garbha (""Matriz da Iluminação de Vairocana"") na cidade de Siṃha-vijṛmbhita.","Sudhana encontra a princesa Maitrayaṇī com uma comitiva de quinhentas donzelas num palácio milagroso. Ela instrui Sudhana a olhar ao redor do palácio, e vê inúmeros budas em cada objeto. Ela diz a Sudhana que alcançou o portal de entrada para a perfeição da sabedoria chamada a exibição completa da memória.",13 MAITRAYAṆĪ Stem Array.pdf,https://drive.google.com/file/d/1iOVZZm6vzqPfAwVpjr5z7XOf7RiqlJbz/view?usp=drive_link,https://technosutra21.github.io/technosutra/?model=13,https://cdn.statically.io/gh/technosutra21/technosutra/master/modelo13.glb,/technosutra/maitraya%E1%B9%87%C4%AB,,ff2dccca-3c58-4b05-bf85-b210c3a46e2e,2025-06-22T01:52:15Z,2025-07-14T19:22:22Z,540c04c9-09fc-436f-957a-b842dc06a474
11,Bhīṣmottara­nirghoṣa,Estandarte de ser Invencível para os Outros,"Sudhana busca e encontra o ṛṣi Bhīṣmottara Nirghoṣa, um asceta com cabelos emaranhados e vestes de casca de árvore, meditando em um ashram.",Vidente,Vidente Supremo Intrépido,Uma floresta idílica na terra de Nālayu.,"Sudhana chega a Nālayu e encontra o ṛṣi Bhīṣmottaranirghoṣa, juntamente com dez mil jovens alunos, num ashram numa floresta milagrosamente bela. Bhīṣmottaranirghoṣa fala aos seus alunos da grandeza de Sudhana, e eles fazem-lhe oferendas. Bhīṣmottaranirghoṣa diz a Sudhana que ele alcançou a liberação bodhisattvica chamada estandarte de ser invencível para os outros.",11 BHĪṢMOTTARANIRGHOṢA Stem Array.pdf,https://drive.google.com/file/d/1SLw127gIGv-I73p-U54V-BkfD9WGWSNc/view?usp=drive_link,https://technosutra21.github.io/technosutra/?model=11,https://cdn.statically.io/gh/technosutra21/technosutra/master/modelo11.glb,/technosutra/bh%C4%AB%E1%B9%A3mottara%C2%ADnirgho%E1%B9%A3a,,ff755e5d-c0a2-439a-a3d6-a69ddd9e6622,2025-06-22T01:52:15Z,2025-07-14T19:22:22Z,540c04c9-09fc-436f-957a-b842dc06a474
